,artist,genres
1048,Muse,permanent wave
1048,Muse,rock
1049,The National,indie rock
1049,The National,modern rock
1049,The National,stomp and holler
1050,The National,indie rock
1050,The National,modern rock
1050,The National,stomp and holler
1051,The National,indie rock
1051,The National,modern rock
1051,The National,stomp and holler
1052,The National,indie rock
1052,The National,modern rock
1052,The National,stomp and holler
1053,Los Pericos,argentine reggae
1053,Los Pericos,argentine rock
1053,Los Pericos,latin alternative
1053,Los Pericos,latin rock
1053,Los Pericos,reggae en espanol
1053,Los Pericos,rock en espanol
1053,Los Pericos,ska argentino
1054,Jorge Drexler,cantautor
1054,Jorge Drexler,latin afrobeat
1054,Jorge Drexler,latin alternative
1054,Jorge Drexler,latin rock
1054,Jorge Drexler,nueva cancion
1054,Jorge Drexler,rock en espanol
1055,Kings of Leon,modern rock
1055,Kings of Leon,rock
1056,Kings of Leon,modern rock
1056,Kings of Leon,rock
1057,Kings of Leon,modern rock
1057,Kings of Leon,rock
1058,Kings of Leon,modern rock
1058,Kings of Leon,rock
1059,Kings of Leon,modern rock
1059,Kings of Leon,rock
1060,Nelly,dance pop
1060,Nelly,hip hop
1060,Nelly,pop rap
1060,Nelly,rap
1060,Nelly,southern hip hop
1060,Nelly,st louis rap
1060,Nelly,urban contemporary
1061,Nelly,dance pop
1061,Nelly,hip hop
1061,Nelly,pop rap
1061,Nelly,rap
1061,Nelly,southern hip hop
1061,Nelly,st louis rap
1061,Nelly,urban contemporary
1062,Nelly,dance pop
1062,Nelly,hip hop
1062,Nelly,pop rap
1062,Nelly,rap
1062,Nelly,southern hip hop
1062,Nelly,st louis rap
1062,Nelly,urban contemporary
1063,The Walkmen,alternative rock
1063,The Walkmen,freak folk
1063,The Walkmen,indie rock
1063,The Walkmen,modern rock
1063,The Walkmen,noise pop
1063,The Walkmen,stomp and holler
1064,L'Impératrice,french indie pop
1064,L'Impératrice,french indietronica
1064,L'Impératrice,french synthpop
1064,L'Impératrice,indie soul
1064,L'Impératrice,new french touch
1065,Fucked Up,canadian hardcore
1065,Fucked Up,canadian metal
1065,Fucked Up,canadian punk
1065,Fucked Up,hardcore punk
1065,Fucked Up,indie punk
1065,Fucked Up,modern rock
1065,Fucked Up,post-hardcore
1066,David Schwartz,
1067,Sam Amidon,chamber folk
1067,Sam Amidon,freak folk
1067,Sam Amidon,indie folk
1067,Sam Amidon,stomp and holler
1067,Sam Amidon,vermont indie
1068,The War On Drugs,indie rock
1068,The War On Drugs,philly indie
1069,Los Amigos Invisibles,latin afrobeat
1069,Los Amigos Invisibles,latin alternative
1069,Los Amigos Invisibles,latin funk
1069,Los Amigos Invisibles,latin pop
1069,Los Amigos Invisibles,latin rock
1069,Los Amigos Invisibles,mexican indie
1069,Los Amigos Invisibles,rock en espanol
1069,Los Amigos Invisibles,venezuelan indie
1069,Los Amigos Invisibles,venezuelan rock
1070,Bill Callahan,alternative country
1070,Bill Callahan,anti-folk
1070,Bill Callahan,art pop
1070,Bill Callahan,chamber pop
1070,Bill Callahan,folk
1070,Bill Callahan,freak folk
1070,Bill Callahan,indie folk
1070,Bill Callahan,indie rock
1070,Bill Callahan,solo wave
1071,Jim James,indie folk
1071,Jim James,indie rock
1071,Jim James,shiver pop
1071,Jim James,stomp and holler
1072,Boys Like Girls,neo mellow
1072,Boys Like Girls,neon pop punk
1072,Boys Like Girls,pop punk
1072,Boys Like Girls,pop rock
1072,Boys Like Girls,post-teen pop
1073,Boys Like Girls,neo mellow
1073,Boys Like Girls,neon pop punk
1073,Boys Like Girls,pop punk
1073,Boys Like Girls,pop rock
1073,Boys Like Girls,post-teen pop
1074,Boys Like Girls,neo mellow
1074,Boys Like Girls,neon pop punk
1074,Boys Like Girls,pop punk
1074,Boys Like Girls,pop rock
1074,Boys Like Girls,post-teen pop
1075,Boys Like Girls,neo mellow
1075,Boys Like Girls,neon pop punk
1075,Boys Like Girls,pop punk
1075,Boys Like Girls,pop rock
1075,Boys Like Girls,post-teen pop
1076,Pedro Vargas,bolero
1076,Pedro Vargas,bolero mexicano
1076,Pedro Vargas,mariachi
1076,Pedro Vargas,ranchera
1077,Pedro Vargas,bolero
1077,Pedro Vargas,bolero mexicano
1077,Pedro Vargas,mariachi
1077,Pedro Vargas,ranchera
1078,Pedro Vargas,bolero
1078,Pedro Vargas,bolero mexicano
1078,Pedro Vargas,mariachi
1078,Pedro Vargas,ranchera
1079,Pedro Vargas,bolero
1079,Pedro Vargas,bolero mexicano
1079,Pedro Vargas,mariachi
1079,Pedro Vargas,ranchera
1080,The Black Keys,alternative rock
1080,The Black Keys,blues rock
1080,The Black Keys,garage rock
1080,The Black Keys,modern blues rock
1080,The Black Keys,modern rock
1080,The Black Keys,punk blues
1080,The Black Keys,rock
1080,The Black Keys,roots rock
1081,The Black Keys,alternative rock
1081,The Black Keys,blues rock
1081,The Black Keys,garage rock
1081,The Black Keys,modern blues rock
1081,The Black Keys,modern rock
1081,The Black Keys,punk blues
1081,The Black Keys,rock
1081,The Black Keys,roots rock
1082,Canserbero,boom bap espanol
1082,Canserbero,rap conciencia
1082,Canserbero,venezuelan hip hop
1083,Canserbero,boom bap espanol
1083,Canserbero,rap conciencia
1083,Canserbero,venezuelan hip hop
1084,Canserbero,boom bap espanol
1084,Canserbero,rap conciencia
1084,Canserbero,venezuelan hip hop
1085,Canserbero,boom bap espanol
1085,Canserbero,rap conciencia
1085,Canserbero,venezuelan hip hop
1086,Canserbero,boom bap espanol
1086,Canserbero,rap conciencia
1086,Canserbero,venezuelan hip hop
1087,Canserbero,boom bap espanol
1087,Canserbero,rap conciencia
1087,Canserbero,venezuelan hip hop
1088,Canserbero,boom bap espanol
1088,Canserbero,rap conciencia
1088,Canserbero,venezuelan hip hop
1089,Canserbero,boom bap espanol
1089,Canserbero,rap conciencia
1089,Canserbero,venezuelan hip hop
1090,Sex on Toast,australian r&b
1091,Sex on Toast,australian r&b
1092,Sex on Toast,australian r&b
1093,Sex on Toast,australian r&b
1094,Sex on Toast,australian r&b
1095,Crystal Fighters,alternative dance
1095,Crystal Fighters,new rave
1096,Crystal Fighters,alternative dance
1096,Crystal Fighters,new rave
1097,The Tellers,belgian rock
1098,The Tellers,belgian rock
1099,Anti Lilly & Phoniks,jazz rap
1100,Metronomy,alternative dance
1100,Metronomy,electronica
1100,Metronomy,electropop
1100,Metronomy,french indie pop
1100,Metronomy,indie rock
1100,Metronomy,indietronica
1100,Metronomy,modern rock
1100,Metronomy,new rave
1100,Metronomy,socal pop punk
1101,Julieta Venegas,latin
1101,Julieta Venegas,latin alternative
1101,Julieta Venegas,latin pop
1101,Julieta Venegas,latin rock
1101,Julieta Venegas,rock en espanol
1102,Lucinda Williams,alternative country
1102,Lucinda Williams,country rock
1102,Lucinda Williams,folk
1102,Lucinda Williams,folk rock
1102,Lucinda Williams,heartland rock
1102,Lucinda Williams,indie folk
1102,Lucinda Williams,lilith
1102,Lucinda Williams,mellow gold
1102,Lucinda Williams,new americana
1102,Lucinda Williams,outlaw country
1102,Lucinda Williams,roots rock
1102,Lucinda Williams,singer-songwriter
1103,"Perfume Genius, Sharon Van Etten & Friends",
1104,Delux,latincore
1104,Delux,mexican pop punk
1105,Sublime With Rome,reggae rock
1106,Sublime With Rome,reggae rock
1107,Glee Cast,glee club
1107,Glee Cast,hollywood
1107,Glee Cast,post-teen pop
1108,Vilma Palma e Vampiros,argentine rock
1108,Vilma Palma e Vampiros,latin
1108,Vilma Palma e Vampiros,latin alternative
1108,Vilma Palma e Vampiros,latin pop
1108,Vilma Palma e Vampiros,latin rock
1108,Vilma Palma e Vampiros,rock en espanol
1108,Vilma Palma e Vampiros,tropical
1109,Hot Chip,alternative dance
1109,Hot Chip,dance rock
1109,Hot Chip,electronica
1109,Hot Chip,electropop
1109,Hot Chip,indie rock
1109,Hot Chip,indietronica
1109,Hot Chip,modern rock
1109,Hot Chip,neo-synthpop
1109,Hot Chip,new rave
1110,Tal National,afro-funk
1110,Tal National,afropop
1111,Charles Bradley,funk
1111,Charles Bradley,soul
